"Modified_Value","Predicted_Demand","Feature"
"Entire home/apt",NA,"room_type"
"Private room",NA,"room_type"
"Shared room",NA,"room_type"
"t",NA,"is_superhost"
"f",NA,"is_superhost"
"Apartment",NA,"property_type"
"Condominium",NA,"property_type"
"Bed and breakfast",NA,"property_type"
"Loft",NA,"property_type"
"House",NA,"property_type"
